word,len,pattern
donnish,7,ABCCDEF
donnybrook,10,ABCCDEFBBG
donor,5,ABCBD
Donovan,7,ABCBDEC
donuts,6,ABCDEF
doodle,6,ABBACD
Doolittle,9,ABBCDEECF
doom,4,ABBC
doomsday,8,ABBCDAEF
door,4,ABBC
doorbell,8,ABBCDEFF
doorkeep,8,ABBCDEEF
doorknob,8,ABBCDEBF
doorman,7,ABBCDEF
doormen,7,ABBCDEF
doors,5,ABBCD
doorstep,8,ABBCDEFG
doorway,7,ABBCDEF
dopant,6,ABCDEF
dope,4,ABCD
Doppler,7,ABCCDEF
Dora,4,ABCD
Dorado,6,ABCDAB
Dorchester,10,ABCDEFGHFC
Doris,5,ABCDE
dorm,4,ABCD
dormant,7,ABCDEFG
dormitory,9,ABCDEFBCG
Dorothy,7,ABCBDEF
dorsal,6,ABCDEF
DOS,3,ABC
dosage,6,ABCDEF
dose,4,ABCD
dosimeter,9,ABCDEFGFH
dosimetry,9,ABCDEFGHI
dossier,7,ABCCDEF
Dostoevsky,10,ABCDBEFCGH
dot,3,ABC
dotage,6,ABCDEF
dotard,6,ABCDEA
dote,4,ABCD
doting,6,ABCDEF
dotted,6,ABCCDA
dotting,7,ABCCDEF
double,6,ABCDEF
doubled,7,ABCDEFA
Doubleday,9,ABCDEFAGH
doubleheader,12,ABCDEFGFHAFI
doubles,7,ABCDEFG
doublet,7,ABCDEFG
doubleton,9,ABCDEFGBH
doubloon,8,ABCDEBBF
doubly,6,ABCDEF
doubt,5,ABCDE
doubtable,9,ABCDEFDGH
doubted,7,ABCDEFA
doubtful,8,ABCDEFCG
doubting,8,ABCDEFGH
doubtless,9,ABCDEFGHH
Doug,4,ABCD
dough,5,ABCDE
Dougherty,9,ABCDEFGHI
doughnut,8,ABCDEFCG
Douglas,7,ABCDEFG
Douglass,8,ABCDEFGG
dour,4,ABCD
douse,5,ABCDE
dove,4,ABCD
dovetail,8,ABCDEFGH
Dow,3,ABC
dowager,7,ABCDEFG
dowdy,5,ABCAD
dowel,5,ABCDE
doweling,8,ABCDEFGH
dowelling,9,ABCDEEFGH
dower,5,ABCDE
down,4,ABCD
downbeat,8,ABCDEFGH
downcast,8,ABCDEFGH
downdraft,9,ABCDAEFGH
Downey,6,ABCDEF
downfall,8,ABCDEFGG
downgrade,9,ABCDEFGAH
downhill,8,ABCDEFGG
downplay,8,ABCDEFGH
downpour,8,ABCDEBFG
downright,9,ABCDEFGHI
downside,8,ABCDEFAG
downslope,9,ABCDEFBGH
downspout,9,ABCDEFBGH
downstairs,10,ABCDEFGHIE
downstream,10,ABCDEFGHIJ
downswings,10,ABCDECFDGE
downtown,8,ABCDEBCD
downtrend,9,ABCDEFGDA
downtrodden,11,ABCDEFBAAGD
downturn,8,ABCDEFGD
downward,8,ABCDCEFA
downwind,8,ABCDCEDA
downy,5,ABCDE
dowry,5,ABCDE
dowse,5,ABCDE
Doyle,5,ABCDE
doze,4,ABCD
dozen,5,ABCDE
Dr,2,AB
drab,4,ABCD
draft,5,ABCDE
drafted,7,ABCDEFA
draftee,7,ABCDEFF
drafter,7,ABCDEFB
draftier,8,ABCDEFGB
draftiness,10,ABCDEFGHII
drafting,8,ABCDEFGH
draftsman,9,ABCDEFGCH
draftsmen,9,ABCDEFGHI
draftsperson,12,ABCDEFGHBFIJ
drafty,6,ABCDEF
drag,4,ABCD
dragged,7,ABCDDEA
dragger,7,ABCDDEB
dragging,8,ABCDDEFD
dragnet,7,ABCDEFG
dragon,6,ABCDEF
dragonfly,9,ABCDEFGHI
dragonhead,10,ABCDEFGHCA
dragoon,7,ABCDEEF
drain,5,ABCDE
drainage,8,ABCDECFG
drake,5,ABCDE
dram,4,ABCD
drama,5,ABCDC
Dramamine,9,ABCDCDEFG
dramatic,8,ABCDCEFG
dramatical,10,ABCDCEFGCH
dramatically,12,ABCDCEFGCHHI
dramatist,9,ABCDCEFGE
dramatization,13,ABCDCEFGCEFHI
dramatize,9,ABCDCEFGH
dramatized,10,ABCDCEFGHA
dramaturgy,10,ABCDCEFBGH
drank,5,ABCDE
drape,5,ABCDE
drapery,7,ABCDEBF
drastic,7,ABCDEFG
drastically,11,ABCDEFGCHHI
draught,7,ABCDEFG
draw,4,ABCD
drawback,8,ABCDECFG
drawbridge,10,ABCDEBFAGH
drawl,5,ABCDE
drawling,8,ABCDEFGH
drawn,5,ABCDE
dread,5,ABCDA
dreadful,8,ABCDAEFG
dreadnought,11,ABCDAEFGHIJ
dream,5,ABCDE
dreamboat,9,ABCDEFGDH
dreamed,7,ABCDECA
dreamily,8,ABCDEFGH
dreamless,9,ABCDEFCGG
dreamlike,9,ABCDEFGHC
dreamt,6,ABCDEF
dreamy,6,ABCDEF
dreary,6,ABCDBE
dredge,6,ABCADC
dreg,4,ABCD
dregs,5,ABCDE
drench,6,ABCDEF
dress,5,ABCDD
dressmaker,10,ABCDDEFGCB
dressmaking,11,ABCDDEFGHIJ
dressy,6,ABCDDE
drew,4,ABCD
Drexel,6,ABCDCE
Dreyfuss,8,ABCDEFGG
drib,4,ABCD
dribble,7,ABCDDEF
drier,5,ABCDB
drift,5,ABCDE
drifting,8,ABCDECFG
drill,5,ABCDD
drily,5,ABCDE
drink,5,ABCDE
drinkable,9,ABCDEFGHI
drip,4,ABCD
dripped,7,ABCDDEA
dripping,8,ABCDDCEF
drippy,6,ABCDDE
drive,5,ABCDE
driven,6,ABCDEF
driver,6,ABCDEB
driveway,8,ABCDEFGH
drizzle,7,ABCDDEF
drizzling,9,ABCDDECFG
drizzly,7,ABCDDEF
droll,5,ABCDD
dromedary,9,ABCDEAFBG
drone,5,ABCDE
droning,7,ABCDEDF
drool,5,ABCCD
droop,5,ABCCD
drooping,8,ABCCDEFG
droopy,6,ABCCDE
drop,4,ABCD
drophead,8,ABCDEFGA
droplet,7,ABCDEFG
dropout,7,ABCDCEF
dropped,7,ABCDDEA
dropper,7,ABCDDEB
dropping,8,ABCDDEFG
drosophila,10,ABCDCEFGHI
dross,5,ABCDD
drought,7,ABCDEFG
drove,5,ABCDE
drown,5,ABCDE
drowse,6,ABCDEF
drowsily,8,ABCDEFGH
drowsy,6,ABCDEF
drub,4,ABCD
drubbing,8,ABCDDEFG
drudge,6,ABCADE
drudgery,8,ABCADEBF
drudging,8,ABCADEFD
drug,4,ABCD
drugged,7,ABCDDEA
drugging,8,ABCDDEFD
druggist,8,ABCDDEFG
drugless,8,ABCDEFGG
drugstore,9,ABCDEFGBH
druid,5,ABCDA
drum,4,ABCD
drumhead,8,ABCDEFGA
drummed,7,ABCDDEA
drummer,7,ABCDDEB
drumming,8,ABCDDEFG
drunk,5,ABCDE
drunkard,8,ABCDEFBA
drunken,7,ABCDEFD
Drury,5,ABCBD
dry,3,ABC
Dryden,6,ABCADE
dryer,5,ABCDB
dryness,7,ABCDEFF
drywall,7,ABCDEFF
dual,4,ABCD
dualism,7,ABCDEFG
duality,7,ABCDEFG
Duane,5,ABCDE
dub,3,ABC
dubbed,6,ABCCDA
dubious,7,ABCDEBF
Dublin,6,ABCDEF
Dubuque,7,ABCBDBE
ducat,5,ABCDE
duce,4,ABCD
duchess,7,ABCDEFF
duchy,5,ABCDE
duck,4,ABCD
duckling,8,ABCDEFGH
duct,4,ABCD
ductile,7,ABCDEFG
ductwork,8,ABCDEFGH
dud,3,ABA
dude,4,ABAC
due,3,ABC
duel,4,ABCD
dueled,6,ABCDCA
dueler,6,ABCDCE
dueling,7,ABCDEFG
duelist,7,ABCDEFG
duelled,7,ABCDDCA
dueller,7,ABCDDCE
duelling,8,ABCDDEFG
duellist,8,ABCDDEFG
duet,4,ABCD
duff,4,ABCC
duffel,6,ABCCDE
Duffy,5,ABCCD
dug,3,ABC
dugout,6,ABCDBE
duke,4,ABCD
dukedom,7,ABCDAEF
dulcet,6,ABCDEF
dulcify,7,ABCDEFG
dull,4,ABCC
dullard,7,ABCCDEA
Dulles,6,ABCCDE
dully,5,ABCCD
Duluth,6,ABCBDE
duly,4,ABCD
Dumas,5,ABCDE
dumb,4,ABCD
dumbbell,8,ABCDDEFF
dummy,5,ABCCD
Dumont,6,ABCDEF
dump,4,ABCD
dumper,6,ABCDEF
Dumpty,6,ABCDEF
dumpy,5,ABCDE
dun,3,ABC
Duncan,6,ABCDEC
dunce,5,ABCDE
dune,4,ABCD
dung,4,ABCD
dungeon,7,ABCDEFC
Dunham,6,ABCDEF
dunk,4,ABCD
Dunkirk,7,ABCDEFD
Dunlap,6,ABCDEF
Dunne,5,ABCCD
duopolist,9,ABCDCEFGH
duopoly,7,ABCDCEF
dupe,4,ABCD
duplex,6,ABCDEF
duplicable,10,ABCDEFGHDI
duplicate,9,ABCDEFGHI
duplicated,10,ABCDEFGHIA
duplicator,10,ABCDEFGHIJ
duplicity,9,ABCDEFEGH
DuPont,6,ABCDEF
Dupont,6,ABCDEF
durability,10,ABCDEFGFHI
durable,7,ABCDEFG
durably,7,ABCDEFG
duration,8,ABCDEFGH
durational,10,ABCDEFGHDI
duress,6,ABCDEE
Durham,6,ABCDEF
during,6,ABCDEF
Durkee,6,ABCDEE
Dusenberg,9,ABCDEFDGH
dusk,4,ABCD
dusky,5,ABCDE
Dusseldorf,10,ABCCDEAFGH
dust,4,ABCD
dustbin,7,ABCDEFG
Dustin,6,ABCDEF
dusty,5,ABCDE
Dutch,5,ABCDE
Dutchman,8,ABCDEFGH
Dutchmen,8,ABCDEFGH
dutiable,8,ABCDEFGH
dutiful,7,ABCDEBF
duty,4,ABCD
Dvorak,6,ABCDEF
dwarf,5,ABCDE
dwarves,7,ABCDEFG
dwell,5,ABCDD
dwelt,5,ABCDE
Dwight,6,ABCDEF
dwindle,7,ABCDAEF
dyad,4,ABCA
dyadic,6,ABCADE
dye,3,ABC
dyeing,6,ABCDEF
dying,5,ABCDE
Dyke,4,ABCD
Dylan,5,ABCDE
dynamic,7,ABCDEFG
dynamical,9,ABCDEFGDH
dynamically,11,ABCDEFGDHHB
dynamism,8,ABCDEFGE
dynamite,8,ABCDEFGH
dynamized,9,ABCDEFGHA
dynamo,6,ABCDEF
dynastic,8,ABCDEFGH
dynasty,7,ABCDEFB
dysentery,9,ABCDEFDGB
dyspeptic,9,ABCDEDFGH
dysprosium,10,ABCDEFCGHI
dystopia,8,ABCDEFGH
dystrophy,9,ABCDEFGHB
e'er,4,ABAC
e's,3,ABC
each,4,ABCD
eager,5,ABCAD
eagle,5,ABCDA
ear,3,ABC
eardrum,7,ABCDCEF
earl,4,ABCD
early,5,ABCDE
earmark,7,ABCDBCE
earn,4,ABCD
earned,6,ABCDAE
earner,6,ABCDAC
earnest,7,ABCDAEF
Earp,4,ABCD
earphone,8,ABCDEFGA
earring,7,ABCCDEF
earshot,7,ABCDEFG
earsplitting,12,ABCDEFGHHGIJ
earth,5,ABCDE
earthenware,11,ABCDEAFGBCA
earthly,7,ABCDEFG
earthmen,8,ABCDEFAG
earthmover,10,ABCDEFGHAC
earthmoving,11,ABCDEFGHIJK
earthquake,10,ABCDEFGBHA
earths,6,ABCDEF
earthworm,9,ABCDEFGCH
earthy,6,ABCDEF
ease,4,ABCA
easel,5,ABCAD
easement,8,ABCADAEF
easily,6,ABCDEF
east,4,ABCD
eastbound,9,ABCDEFGHI
easter,6,ABCDAE
eastern,7,ABCDAEF
easternmost,11,ABCDAEFGHCD
Easthampton,11,ABCDEBFGDHI
Eastland,8,ABCDEBFG
Eastman,7,ABCDEBF
eastward,8,ABCDEBFG
Eastwick,8,ABCDEFGH
Eastwood,8,ABCDEFFG
easy,4,ABCD
easygoing,9,ABCDEFGHE
eat,3,ABC
eatable,7,ABCBDEA
eave,4,ABCA
eaves,5,ABCAD
eavesdrop,9,ABCADEFGH
eavesdropped,12,ABCADEFGHHAE
eavesdropper,12,ABCADEFGHHAF
eavesdropping,13,ABCADEFGHHIJK
ebb,3,ABB
EBCDIC,6,ABCDEC
ebony,5,ABCDE
ebullient,9,ABCDDEAFG
eccentric,9,ABBACDEFB
eccentricity,12,ABBACDEFBFDG
ecclesiastic,12,ABBCADEFDGEB
ecclesiastical,14,ABBCADEFDGEBFC
echelon,7,ABCADEF
echinoderm,10,ABCDEFGAHI
echo,4,ABCD
echoes,6,ABCDAE
eclectic,8,ABCABDEB
eclectically,12,ABCABDEBFCCG
eclipse,7,ABCDEFA
ecliptic,8,ABCDEFDB
ecological,10,ABCDCEFBGD
ecologists,10,ABCDCEFGHG
ecology,7,ABCDCEF
econometric,11,ABCDCEAFGHB
Econometrica,12,ABCDCEAFGHBI
econometricians,15,ABCDCEAFGHBHIDJ
economic,8,ABCDCEFB
economical,10,ABCDCEFBGH
economist,9,ABCDCEFGH
economize,9,ABCDCEFGA
economizing,11,ABCDCEFGFDH
economy,7,ABCDCEF
ecosystem,9,ABCDEDFAG
ecstasy,7,ABCDECF
ecstatic,8,ABCDEDFB
Ecuador,7,ABCDEFG
ecumenic,8,ABCDAEFB
ecumenical,10,ABCDAEFBGH
ecumenicists,12,ABCDAEFBFGHG
ecumenist,9,ABCDAEFGH
ed,2,AB
Eddie,5,ABBCA
eddy,4,ABBC
edelweiss,9,ABACDAEFF
edema,5,ABACD
edematous,9,ABACDEFGH
Eden,4,ABAC
Edgar,5,ABCDE
edge,4,ABCA
Edgerton,8,ABCADEFG
Edgewater,9,ABCADEFAG
edgewise,8,ABCADEFA
Edgewood,8,ABCADEEB
edgy,4,ABCD
edible,6,ABCDEA
edict,5,ABCDE
edifice,7,ABCDCEA
edify,5,ABCDE
Edinburgh,9,ABCDEFGHI
Edison,6,ABCDEF
edit,4,ABCD
edited,6,ABCDAB
Edith,5,ABCDE
edition,7,ABCDCEF
editor,6,ABCDEF
editorial,9,ABCDEFCGH
editorialist,12,ABCDEFCGHCID
editorialize,12,ABCDEFCGHCIA
editorship,10,ABCDEFGHCI
Edmund,6,ABCDEB
Edna,4,ABCD
EDP,3,ABC
Edsger,6,ABCDAE
Eduard,6,ABCDEB
educate,7,ABCDEFA
educated,8,ABCDEFAB
education,9,ABCDEFGHI
educational,11,ABCDEFGHIEJ
educator,8,ABCDEFGH
educe,5,ABCDA
Edward,6,ABCDEB
Edwardian,9,ABCDEBFDG
Edwin,5,ABCDE
Edwina,6,ABCDEF
EEG,3,AAB
eel,3,AAB
eelgrass,8,AABCDEFF
eerie,5,AABCA
eerily,6,AABCDE
efface,6,ABBCDA
effaceable,10,ABBCDACEFA
effect,6,ABBACD
effective,9,ABBACDEFA
effector,8,ABBACDEF
effectual,9,ABBACDEFG
effectually,11,ABBACDEFGGH
effectuate,10,ABBACDEFDA
effeminate,10,ABBACDEFGA
efferent,8,ABBACADE
effete,6,ABBACA
efficacious,11,ABBCDEDCFGH
efficacy,8,ABBCDEDF
efficiency,10,ABBCDCAEDF
efficient,9,ABBCDCAEF
effigy,6,ABBCDE
effloresce,10,ABBCDEAFGA
efflorescent,12,ABBCDEAFGAHI
effluent,8,ABBCDAEF
effluvia,8,ABBCDEFG
effluvium,9,ABBCDEFDG
efflux,6,ABBCDE
effluxion,9,ABBCDEFGH
effort,6,ABBCDE
effortless,10,ABBCDEFAGG
effuse,6,ABBCDA
effusive,8,ABBCDEFA
EGA,3,ABC
EGA's,5,ABCDE
egalitarian,11,ABCDEFCGECH
egalitarianism,14,ABCDEFCGECHEIJ
Egerton,7,ABACDEF
egg,3,ABB
egghead,7,ABBCADE
eggheaded,9,ABBCADEAE
eggplant,8,ABBCDEFG
eggshell,8,ABBCDAEE
ego,3,ABC
egocentric,10,ABCDAEFGHD
egotism,7,ABCDEFG
egotist,7,ABCDEFD
egregious,9,ABCABDEFG
egress,6,ABCADD
egret,5,ABCAD
Egypt,5,ABCDE
Egyptian,8,ABCDEFGH
eh,2,AB
Eichmann,8,ABCDEFGG
eider,5,ABCAD
eidetic,7,ABCADBE
eigenstate,10,ABCADEFGFA
eigenvalue,10,ABCADEFGHA
eigenvector,11,ABCADEAFGHI
eight,5,ABCDE
eighteen,8,ABCDEAAF
eightfold,9,ABCDEFGHI
eighth,6,ABCDED
eighty,6,ABCDEF
Eileen,6,ABCAAD
Einstein,8,ABCDEABC
Einsteinian,11,ABCDEABCBFC
einsteinium,11,ABCDEABCBFG
Eisenhower,10,ABCADEFGAH
either,6,ABCDAE
ejaculate,9,ABCDEFCGA
eject,5,ABACD
ejection,8,ABACDEFG
ejector,7,ABACDEF
Ekberg,6,ABCADE
eke,3,ABA
Ektachrome,10,ABCDEFGHIA
el,2,AB
elaborate,9,ABCDEFCGA
elaborators,11,ABCDEFCGEFH
Elaine,6,ABCDEA
elan,4,ABCD
elapse,6,ABCDEA
elastic,7,ABCDEFG
elastically,11,ABCDEFGCBBH
elasticity,10,ABCDEFGFEH
elastomer,9,ABCDEFGAH
elate,5,ABCDA
elated,6,ABCDAE
Elba,4,ABCD
elbow,5,ABCDE
elder,5,ABCAD
elderly,7,ABCADBE
eldest,6,ABCADE
Eleanor,7,ABACDEF
elect,5,ABACD
election,8,ABACDEFG
elective,8,ABACDEFA
elector,7,ABACDEF
electoral,9,ABACDEFGB
electorate,10,ABACDEFGDA
Electra,7,ABACDEF
electress,9,ABACDEAFF
electric,8,ABACDEFC
electrical,10,ABACDEFCGB
electrician,11,ABACDEFCFGH
electricity,11,ABACDEFCFDG
electrify,9,ABACDEFGH
electro,7,ABACDEF
electrocardiogram,17,ABACDEFCGEHIFJEGK
electrocardiograph,18,ABACDEFCGEHIFJEGKL
electrocute,11,ABACDEFCGDA
electrode,9,ABACDEFGA
electrodynamics,15,ABACDEFGHIJKLCM
electroencephalogram,20,ABACDEFAGCAHIJBFKEJL
electrolysis,12,ABACDEFBGHIH
electrolyte,11,ABACDEFBGDA
electrolytic,12,ABACDEFBGDHC
electromagnet,13,ABACDEFGHIJAD
electromagnetism,16,ABACDEFGHIJADKLG
electromyograph,15,ABACDEFGHFIEJKL
electromyographic,17,ABACDEFGHFIEJKLMC
electromyographically,21,ABACDEFGHFIEJKLMCJBBH
electromyography,16,ABACDEFGHFIEJKLH
electron,8,ABACDEFG
electronic,10,ABACDEFGHC
electronically,14,ABACDEFGHCIBBJ
electrophoresis,15,ABACDEFGHFEAIJI
electrophorus,13,ABACDEFGHFEIJ
electroshock,12,ABACDEFGHFCI
electrostatic,13,ABACDEFGDHDIC
electrotherapist,16,ABACDEFDGAEHIJKD
electrotypers,13,ABACDEFDGHAEI
elegance,8,ABACDEFA
elegant,7,ABACDEF
elegiac,7,ABACDEF
elegy,5,ABACD
element,7,ABACADE
elemental,9,ABACADEFB
elementary,10,ABACADEFGH
elephant,8,ABACDEFG
elephantine,11,ABACDEFGHFA
elevate,7,ABACDEA
elevator,8,ABACDEFG
eleven,6,ABACAD
elevens,7,ABACADE
elf,3,ABC
elfin,5,ABCDE
Eli,3,ABC
elicit,6,ABCDCE
eligibility,11,ABCDCECBCFG
eligible,8,ABCDCEBA
Elijah,6,ABCDEF
eliminate,9,ABCDCEFGA
eliminator,10,ABCDCEFGHI
Eliot,5,ABCDE
Elisabeth,9,ABCDEFAGH
elision,7,ABCDCEF
elite,5,ABCDA
Elizabeth,9,ABCDEFAGH
Elizabethan,11,ABCDEFAGHEI
elk,3,ABC
Elkhart,7,ABCDEFG
Ella,4,ABBC
Ellen,5,ABBAC
Ellie,5,ABBCA
Elliot,6,ABBCDE
Elliott,7,ABBCDEE
ellipse,7,ABBCDEA
ellipsis,8,ABBCDECE
ellipsoid,9,ABBCDEFCG
ellipsoidal,11,ABBCDEFCGHB
ellipsometer,12,ABBCDEFGAHAI
ellipsometry,12,ABBCDEFGAHIJ
elliptic,8,ABBCDECF
elliptical,10,ABBCDECFGB
Ellis,5,ABBCD
Ellison,7,ABBCDEF
Ellsworth,9,ABBCDEFGH
elm,3,ABC
Elmhurst,8,ABCDEFGH
Elmira,6,ABCDEF
Elmsford,8,ABCDEFGH
elocution,9,ABCDEFGCH
Eloise,6,ABCDEA
elongate,8,ABCDEFGA
elope,5,ABCDA
eloquence,9,ABCDEAFGA
eloquent,8,ABCDEAFG
Elroy,5,ABCDE
else,4,ABCA
elsewhere,9,ABCADEAFA
Elsie,5,ABCDA
Elsinore,8,ABCDEFGA
eluate,6,ABCDEA
elucidate,9,ABCDEFGHA
elude,5,ABCDA
elusive,7,ABCDEFA
elute,5,ABCDA
elves,5,ABCAD
Elvis,5,ABCDE
Elysees,7,ABCDAAD
elysian,7,ABCDEFG
Elysium,7,ABCDEFG
emaciate,8,ABCDECFA
emaciated,9,ABCDECFAG
emacs,5,ABCDE
emanate,7,ABCDCEA
emanating,9,ABCDCEFDG
emancipate,10,ABCDEFGCHA
emancipation,12,ABCDEFGCHFID
Emanuel,7,ABCDEAF
emasculate,10,ABCDEFGCHA
embalm,6,ABCDEB
embank,6,ABCDEF
embankment,10,ABCDEFBAEG
embarcadero,11,ABCDEFDGAEH
embargo,7,ABCDEFG
embargoes,9,ABCDEFGAH
embark,6,ABCDEF
embarrass,9,ABCDEEDFF
embarrassed,11,ABCDEEDFFAG
embarrassing,12,ABCDEEDFFGHI
embarrassment,13,ABCDEEDFFBAGH
embassy,7,ABCDEEF
embattle,8,ABCDEEFA
embed,5,ABCAD
embedded,8,ABCADDAD
embedder,8,ABCADDAE
embedding,9,ABCADDEFG
embellish,9,ABCADDEFG
embellished,11,ABCADDEFGAH
embellishment,13,ABCADDEFGBAHI
ember,5,ABCAD
embezzle,8,ABCADDEA
embezzlement,12,ABCADDEABAFG
embezzler,9,ABCADDEAF
embittered,10,ABCDEEAFAG
emblem,6,ABCDAB
emblematic,10,ABCDABEFGH
embodiment,10,ABCDEFBAGH
embody,6,ABCDEF
embolden,8,ABCDEFAG
emboss,6,ABCDEE
embower,7,ABCDEAF
embrace,7,ABCDEFA
embraceable,11,ABCDEFAECGA
embracing,9,ABCDEFGHI
embrittle,9,ABCDEFFGA
embroider,9,ABCDEFGAD
embroidery,10,ABCDEFGADH
embroil,7,ABCDEFG
embryo,6,ABCDEF
embryology,10,ABCDEFGFHE
embryonic,9,ABCDEFGHI
emcee,5,ABCAA
emend,5,ABACD
emendable,9,ABACDEFGA
emerald,7,ABACDEF
emerge,6,ABACDA
emerged,7,ABACDAE
emergence,9,ABACDAEFA
emergency,9,ABACDAEFG
emergent,8,ABACDAEF
emeritus,8,ABACDEFG
Emerson,7,ABACDEF
emery,5,ABACD
emigrant,8,ABCDEFGH
emigrate,8,ABCDEFGA
Emily,5,ABCDE
eminence,8,ABCDADEA
eminent,7,ABCDADE
emirate,7,ABCDEFA
emissary,8,ABCDDEFG
emission,8,ABCDDCEF
emissivity,10,ABCDDCECFG
emit,4,ABCD
emittance,9,ABCDDEFGA
emitted,7,ABCDDAE
emitter,7,ABCDDAE
emitting,8,ABCDDCEF
Emma,4,ABBC
Emmanuel,8,ABBCDEAF
emolument,9,ABCDEBAFG
Emory,5,ABCDE
emotion,7,ABCDECF
emotional,9,ABCDECFGH
emotionalism,12,ABCDECFGHEIB
emotionality,12,ABCDECFGHEDI
empath,6,ABCDEF
empathetically,14,ABCDEFAEGHDIIJ
empathic,8,ABCDEFGH
empathy,7,ABCDEFG
emperor,7,ABCADED
emphases,8,ABCDEFAF
emphasis,8,ABCDEFGF
emphasize,9,ABCDEFGHA
emphatic,8,ABCDEFGH
emphatically,12,ABCDEFGHEIIJ
emphysema,9,ABCDEFABG
emphysematous,13,ABCDEFABGHIJF
empire,6,ABCDEA
empiric,7,ABCDEDF
empirical,9,ABCDEDFGH
empiricism,10,ABCDEDFDGB
empiricist,10,ABCDEDFDGH
emplace,7,ABCDEFA
employ,6,ABCDEF
employability,13,ABCDEFGHIDIJF
employable,10,ABCDEFGHDA
employed,8,ABCDEFAG
employee,8,ABCDEFAA
employer,8,ABCDEFAG
employment,10,ABCDEFBAGH
emporium,8,ABCDEFGB
empower,7,ABCDEAF
empress,7,ABCDAEE
emptily,7,ABCDEFG
empty,5,ABCDE
emulate,7,ABCDEFA
emulative,9,ABCDEFGHA
emulator,8,ABCDEFGH
emulsify,8,ABCDEFGH
emulsion,8,ABCDEFGH
enable,6,ABCDEA
enact,5,ABCDE
enactment,9,ABCDEFABE
enamel,6,ABCDAE
enameled,8,ABCDAEAF
enameler,8,ABCDAEAF
enameling,9,ABCDAEFBG
enamelled,9,ABCDAEEAF
enameller,9,ABCDAEEAF
enamelling,10,ABCDAEEFBG
encamp,6,ABCDEF
encampment,10,ABCDEFEABG
encapsulate,11,ABCDEFGHDIA
encase,6,ABCDEA
encephalitis,12,ABCADEFGHIHJ
encephalographic,16,ABCADEFGHIJFDEKC
enchain,7,ABCDEFB
enchant,7,ABCDEBF
enchanting,10,ABCDEBFGBH
enchantment,11,ABCDEBFGABF
enchantress,11,ABCDEBFGAHH
enchiladas,10,ABCDEFGHGI
encipher,8,ABCDEFAG
encircle,8,ABCDECFA
enclave,7,ABCDEFA
enclose,7,ABCDEFA
enclosure,9,ABCDEFGHA
encode,6,ABCDEA
encomium,8,ABCDEFGE
encompass,9,ABCDEFGHH
encore,6,ABCDEA
encounter,9,ABCDEBFAG
encourage,9,ABCDEFGHA
encouragement,13,ABCDEFGHAIABJ
encouraging,11,ABCDEFGHIBH
encroach,8,ABCDEFCG
encroachment,12,ABCDEFCGHABI
encrust,7,ABCDEFG
encrypt,7,ABCDEFG
encryption,10,ABCDEFGHIB
encumber,8,ABCDEFAG
encumbered,10,ABCDEFAGAH
encumbrance,11,ABCDEFGHBCA
encyclical,10,ABCDCEFCGE
encyclopedia,12,ABCDCEFGAHIJ
encyclopedic,12,ABCDCEFGAHIC
end,3,ABC
endanger,8,ABCDBEAF
endear,6,ABCADE
endearing,9,ABCADEFBG
endearment,10,ABCADEFABG
endeavor,8,ABCADEFG
endeavored,10,ABCADEFGAC
endeavorer,10,ABCADEFGAG
endemic,7,ABCADEF
endemicity,10,ABCADEFEGH
endgame,7,ABCDEFA
Endicott,8,ABCDEFGG
endless,7,ABCDAEE
endogamous,10,ABCDEFGDHI
endogamy,8,ABCDEFGH
endogenous,10,ABCDEABDFG
endorse,7,ABCDEFA
endorsement,11,ABCDEFAGABH
endosperm,9,ABCDEFAGH
endothelial,11,ABCDEFAGHIG
endothermic,11,ABCDEFAGHIJ
endow,5,ABCDE
endowment,9,ABCDEFABG
endpoint,8,ABCDEFBG
endurable,9,ABCDEFGHA
endurably,9,ABCDEFGHI
endurance,9,ABCDEFBGA
endure,6,ABCDEA
enduring,8,ABCDEFBG
enema,5,ABACD
enemy,5,ABACD
energetic,9,ABACDAEFG
energetically,13,ABACDAEFGHIIJ
energized,9,ABACDEFAG
energizes,9,ABACDEFAG
energy,6,ABACDE
enervate,8,ABACDEFA
enfeeble,8,ABCAADEA
enforce,7,ABCDEFA
enforceable,11,ABCDEFAGHIA
enforcement,11,ABCDEFAGABH
enforcible,10,ABCDEFGHIA
enfranchise,11,ABCDEBFGHIA
enfranchisement,15,ABCDEBFGHIAJABK
engage,6,ABCDCA
engagement,10,ABCDCAEABF
engaging,8,ABCDCEBC
engender,8,ABCABDAE
engine,6,ABCDBA
engineer,8,ABCDBAAE
engineering,11,ABCDBAAEDBC
england,7,ABCDEBF
Englewood,9,ABCDAEFFG
English,7,ABCDEFG
Englishman,10,ABCDEFGHIB
Englishmen,10,ABCDEFGHAB
engorge,7,ABCDECA
engrave,7,ABCDEFA
engross,7,ABCDEFF
engrossed,9,ABCDEFFAG
engrossing,10,ABCDEFFGBC
engulfed,8,ABCDEFAG
engulfing,9,ABCDEFGBC
engulfs,7,ABCDEFG
enhance,7,ABCDBEA
enhancement,11,ABCDBEAFABG
enigma,6,ABCDEF
enigmatic,9,ABCDEFGCH
enjoin,6,ABCDEB
enjoinder,9,ABCDEBFAG
enjoy,5,ABCDE
enjoyable,9,ABCDEFGHA
enjoyably,9,ABCDEFGHE
enjoyment,9,ABCDEFABG
